,Цех,Ст_№_ГПА,Дата,ГТУ1_В,ГТУ1_Г,ГТУ1_О,ГТУ2_В,ГТУ2_Г,ГТУ2_О,ГТУ3_В,ГТУ3_Г,ГТУ3_О,ГТУ4_В,ГТУ4_Г,ГТУ4_О,ГТУ5_В,ГТУ5_Г,ГТУ5_О,ГТУ6_В,ГТУ6_Г,ГТУ6_О,ЦБН1_В,ЦБН1_Г,ЦБН1_О,ЦБН2_В,ЦБН2_Г,ЦБН2_О,ЦБН3_В,ЦБН3_Г,ЦБН4_В,ЦБН4_Г,ЦБН4_О,ЦБН4_NТВД,ЦБН4_NТНД,ЦБН4_3,ЦБН4_Рвх,ЦБН4_Рвых,Оценка_ГТУ,Оценка_ЦБН,Оценка_ГПА,Прибор,ЧД_Гц,Наработка_ГТУ_ч,Примечание,Филиал,КС,Тип_ГПА,Тип_ГТУ,Тип_ЦБК,Макс_ГТУ,Макс_V_ЦБН,Макс_S_ЦБН
22,Цех_1,11,2005-04-11 11:30:00,1.2,1.1,1.4,1.1,0.8,0.9,2.3,1.8,0.7,,,,,,,,,,0.7,0.5,0.7,,,,,,,,,4800.0,5010.0,,33.0,38.4,хорошо,отлично,хорошо,ВК-5 №1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.3,0.7,
23,Цех_1,11,2005-04-11 13:30:00,1.2,0.7,1.0,0.8,0.6,0.6,1.7,1.2,0.6,,,,,,,,,,0.6,0.6,0.7,,,,,,,,,4660.0,4740.0,,33.1,37.8,отлично,отлично,отлично,ВК-5 №1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.7,0.7,
24,Цех_1,11,2005-04-22 09:00:00,1.1,1.0,0.9,1.0,0.8,0.7,1.7,1.7,0.6,,,,,,,,,,0.7,0.6,1.2,,,,,,,,,4790.0,5020.0,,40.0,48.4,отлично,отлично,отлично,ВК-5 №1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.7,1.2,
25,Цех_1,11,2005-05-19 08:30:00,0.6,0.5,0.3,0.6,0.4,0.3,1.4,1.0,0.2,,,,,,,,,,0.5,0.4,0.5,,,,,,,,,4680.0,4780.0,,36.6,43.0,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,52035,,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.4,0.5,
26,Цех_1,11,2005-06-30 08:55:00,1.0,0.8,1.1,0.8,0.5,0.5,1.9,1.5,0.3,,,,,,,,,,0.5,0.2,0.4,,,,,,,,,4780.0,4940.0,,33.8,40.2,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,52212,,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.9,0.5,
27,Цех_1,11,2005-07-19 08:50:00,0.6,0.6,0.8,0.6,0.5,0.5,1.5,1.1,0.3,,,,,,,,,,0.3,0.2,0.1,,,,,,,,,4730.0,4810.0,,34.8,41.1,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,52354,,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.5,0.3,
28,Цех_1,11,2005-08-09 08:35:00,0.7,0.4,0.7,0.7,0.3,0.7,1.1,1.1,0.2,,,,,,,,,,0.2,0.2,0.3,,,,,,,,,4690.0,4680.0,,35.9,42.6,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,52826,,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.1,0.3,
29,Цех_1,11,2005-08-24 08:30:00,0.8,0.8,0.7,1.1,0.5,0.7,2.0,1.6,0.3,,,,,,,,,,0.3,0.3,0.2,,,,,,,,,4860.0,4940.0,,37.1,43.3,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,53170,,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.0,0.3,
30,Цех_1,11,2005-09-12 09:00:00,0.6,1.0,0.8,1.1,0.8,0.4,1.5,1.4,0.3,,,,,,,,,,0.3,0.6,0.3,,,,,,,,,4710.0,4940.0,,34.1,40.8,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,53626,,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.5,0.6,
31,Цех_1,11,2005-10-10 08:30:00,0.6,0.7,0.8,0.7,0.4,0.6,1.6,1.0,0.3,,,,,,,,,,0.3,0.3,0.4,,,,,,,,,4710.0,4720.0,,43.6,52.1,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,53985,,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.6,0.4,
32,Цех_1,11,2005-10-25 09:00:00,0.7,0.6,0.6,0.8,0.5,0.6,2.1,1.3,0.3,,,,,,,,,,0.5,0.3,0.5,,,,,,,,,4860.0,4950.0,,37.4,44.1,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,54330, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.1,0.5,
33,Цех_1,11,2005-11-14 14:00:00,0.7,0.7,0.6,0.9,0.7,0.6,2.4,1.8,0.6,,,,,,,,,,0.6,0.4,0.3,,,,,,,,,4940.0,5100.0,,35.0,41.6,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,54815,деф проточ ч ОК 0-5ст,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.4,0.6,
34,Цех_1,11,2005-11-25 10:00:00,0.7,1.1,0.8,0.7,0.7,0.6,1.8,1.4,0.4,,,,,,,,,,0.8,0.4,0.3,,,,,,,,,4760.0,4990.0,,33.6,40.1,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,55075, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.8,0.8,
35,Цех_1,11,2005-12-12 14:00:00,0.9,0.9,0.8,0.8,0.8,0.6,1.7,1.7,0.5,,,,,,,,,,1.0,0.5,0.7,,,,,,,,,4730.0,5210.0,,32.1,39.9,отлично,отлично,отлично,ВК-5 №763,10 - 1000,55487, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.7,1.0,
36,Цех_1,11,2006-02-26 13:30:00,1.3,0.9,0.9,1.0,0.9,0.6,3.4,2.4,0.9,,,,,,,,,,1.2,0.9,1.1,,,,,,,,,4600.0,5220.0,,31.4,38.8,хорошо,отлично,хорошо,ВК-5 №763,10 - 1000,55846, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.4,1.2,
37,Цех_1,11,2006-03-13 09:00:00,1.0,1.0,0.8,1.0,0.9,1.0,2.0,2.1,0.7,,,,,,,,,,0.8,0.6,1.0,,,,,,,,,4710.0,5160.0,,31.9,39.5,хорошо,отлично,хорошо,ВК-5 №763,10 - 1000,56202, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.1,1.0,
38,Цех_1,11,2006-03-23 10:00:00,1.4,1.1,0.7,1.1,0.9,0.9,2.3,2.1,0.6,,,,,,,,,,0.8,0.8,1.1,,,,,,,,,4850.0,5180.0,,32.6,40.1,хорошо,отлично,хорошо,ВК-5 №763,10 - 1000,56443, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.3,1.1,
39,Цех_1,11,2006-04-14 10:00:00,1.2,1.3,1.5,1.9,1.0,1.3,2.8,3.6,1.6,,,,,,,,,,1.6,1.0,1.2,,,,,,,,,4940.0,5090.0,,35.5,42.9,хорошо,отлично,хорошо,ВК-5 №763,10 - 1000,56971, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.6,1.6,
40,Цех_1,11,2006-04-27 10:00:00,1.1,1.1,1.6,1.4,0.7,0.8,2.6,2.1,1.0,,,,,,,,,,0.8,0.7,0.7,,,,,,,,,4720.0,5060.0,,33.1,40.8,хорошо,отлично,хорошо,ВК-5 №763,10 - 1000,57283, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.6,0.8,
41,Цех_1,11,2006-05-11 11:00:00,0.9,0.9,0.6,1.1,0.8,0.7,2.4,1.9,0.5,,,,,,,,,,0.3,0.3,0.3,,,,,,,,,4860.0,4950.0,,37.0,43.7,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,57620, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.4,0.3,
42,Цех_1,11,2006-05-23 15:00:00,1.0,0.9,0.6,1.0,0.6,0.9,2.7,1.8,0.3,,,,,,,,,,0.8,0.3,0.3,,,,,,,,,4870.0,4790.0,,36.3,42.3,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,57912, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.7,0.8,
43,Цех_1,11,2006-06-05 10:00:00,1.0,0.9,0.6,1.3,0.7,0.9,2.4,1.4,0.4,,,,,,,,,,0.3,0.4,0.3,,,,,,,,,4900.0,4790.0,,38.0,44.3,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,58219,АНТЕС- деф проточ ч ЦН,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.4,0.4,
44,Цех_1,11,2006-06-19 09:00:00,0.8,0.9,0.9,1.0,0.6,0.8,1.9,1.2,0.6,,,,,,,,,,0.3,0.3,0.3,,,,,,,,,4760.0,4800.0,,33.3,39.2,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,58554,АНТЕС- деф проточ ч ЦН,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.9,0.3,
45,Цех_1,11,2006-08-24 09:00:00,1.0,1.1,1.1,1.4,0.97,0.86,3.0,2.5,0.45,,,,,,,,,,0.5,0.58,0.35,,,,,,,,,4870.0,5120.0,,34.5,41.6,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,58577, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.0,0.58,
46,Цех_1,11,2006-09-22 09:00:00,0.78,0.97,0.79,1.0,0.72,0.75,2.0,1.9,0.55,,,,,,,,,,0.38,0.54,0.31,,,,,,,,,4795.0,5050.0,,35.1,42.2,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,58937, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.0,0.54,
47,Цех_1,11,2006-10-09 09:00:00,0.73,0.91,1.5,0.85,0.84,0.8,2.1,2.1,0.3,,,,,,,,,,0.57,0.64,0.3,,,,,,,,,4775.0,5125.0,,33.1,40.1,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,59347, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.1,0.64,
48,Цех_1,11,2006-10-23 09:00:00,0.89,1.2,0.85,1.1,1.0,0.76,3.1,2.6,0.5,,,,,,,,,,1.5,0.47,0.86,,,,,,,,,4880.0,5200.0,,32.2,38.7,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,59683,деф проточ ч ОК 6-12ст,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.1,1.5,
49,Цех_1,11,2006-11-10 14:00:00,1.0,1.3,1.2,1.1,0.77,0.69,2.8,2.4,0.59,,,,,,,,,,0.38,0.44,0.31,,,,,,,,,4804.0,5225.0,,31.9,38.4,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,60054,А- деф в обл выс оборот частот,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.8,0.44,
50,Цех_1,11,2006-11-21 14:00:00,0.85,1.1,1.2,1.2,1.1,0.64,1.8,2.3,0.3,,,,,,,,,,0.43,0.3,0.33,,,,,,,,,4775.0,5190.0,,32.9,40.1,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,60318, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.3,0.43,
51,Цех_1,11,2006-12-07 08:00:00,0.95,1.0,0.68,1.3,0.97,0.85,3.3,2.5,0.32,,,,,,,,,,0.52,0.53,0.46,,,,,,,,,4934.0,5180.0,,33.6,40.7,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,60696, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.3,0.53,
52,Цех_1,11,2006-12-18 15:00:00,1.3,1.2,1.1,1.0,1.0,0.7,2.5,2.4,0.6,,,,,,,,,,0.54,0.3,0.3,,,,,,,,,4770.0,5180.0,,30.4,36.7,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,60967, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.5,0.54,
53,Цех_1,11,2007-01-05 10:00:00,0.9,0.9,1.2,1.0,0.7,0.6,2.1,1.8,0.4,,,,,,,,,,0.3,0.4,0.3,,,,,,,,,4780.0,5005.0,,32.6,39.0,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,61394, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.1,0.4,
54,Цех_1,11,2007-01-22 09:00:00,0.9,1.3,1.0,1.1,1.3,0.7,2.0,2.9,0.33,,,,,,,,,,0.45,0.3,0.4,,,,,,,,,4740.0,5230.0,,30.8,37.0,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,61801,А- деф в обл выс оборот частот,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.9,0.45,
55,Цех_1,11,2007-02-05 09:00:00,0.9,1.2,0.9,1.1,1.1,0.5,2.0,2.6,0.33,,,,,,,,,,0.32,0.3,0.3,,,,,,,,,4690.0,5245.0,,32.4,39.6,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,62137, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.6,0.32,
56,Цех_1,11,2007-02-26 09:00:00,0.9,1.2,1.0,1.2,1.1,0.7,1.9,2.5,0.4,,,,,,,,,,0.86,0.3,0.4,,,,,,,,,4770.0,5250.0,,31.1,37.8,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,62641, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.5,0.86,
57,Цех_1,11,2007-03-12 09:00:00,1.5,1.3,2.2,1.8,1.2,1.2,2.6,1.1,2.8,,,,,,,,,,0.7,0.8,1.4,,,,,,,,,4810.0,5000.0,,,,хорошо,отлично,хорошо,ВК-5 №763,10 - 1000,62704, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.8,1.4,
58,Цех_1,11,2007-08-02 09:00:00,0.6,0.7,0.7,0.7,0.4,0.6,1.5,0.9,0.7,,,,,,,,,,0.7,0.6,0.5,,,,,,,,,4370.0,4300.0,,34.0,37.9,отлично,отлично,отлично,ВК-5 №763,10 - 1000,63067,"цех на ""кольце""",Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.5,0.7,
59,Цех_1,11,2007-08-29 09:00:00,0.4,0.5,0.5,0.5,0.5,0.6,1.6,0.9,0.5,,,,,,,,,,0.4,0.4,0.5,,,,,,,,,4440.0,4280.0,,39.2,45.1,отлично,отлично,отлично,ВК-5 №763,10 - 1000,63424, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.6,0.5,
60,Цех_1,11,2007-08-30 09:30:00,0.4,0.6,0.6,0.7,0.7,0.8,1.7,1.1,0.5,,,,,,,,,,0.5,0.4,0.7,,,,,,,,,4525.0,4450.0,,39.4,45.3,отлично,отлично,отлично,ВК-5 №763,10 - 1000,63449, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.7,0.7,
61,Цех_1,11,2007-08-30 10:30:00,0.4,0.5,0.6,0.6,0.5,0.5,1.6,1.0,0.4,,,,,,,,,,0.5,0.4,0.7,,,,,,,,,4450.0,4350.0,,39.2,45.1,отлично,отлично,отлично,ВК-5 №763,10 - 1000,63450, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.6,0.7,
62,Цех_1,11,2007-08-30 11:30:00,0.4,0.5,0.7,0.5,0.4,0.5,1.6,1.1,0.5,,,,,,,,,,0.5,0.4,0.6,,,,,,,,,4410.0,4255.0,,39.2,45.1,отлично,отлично,отлично,ВК-5 №763,10 - 1000,63451, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.6,0.6,
63,Цех_1,11,2007-09-12 10:00:00,0.5,0.6,0.6,0.5,0.5,0.5,2.1,1.2,0.6,,,,,,,,,,1.2,1.0,2.5,,,,,,,,,4560.0,4540.0,,44.7,52.5,хорошо,допустимо,допустимо,ВК-5 №763,10 - 1000,63761,околопомпажная зона ЦБН,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.1,2.5,
64,Цех_1,11,2007-10-16 09:00:00,1.4,1.5,1.2,1.6,1.1,1.1,3.6,3.4,0.6,,,,,,,,,,1.2,0.7,0.9,,,,,,,,,4888.0,5160.0,,35.6,41.5,хорошо,отлично,хорошо,ВК-5 №763,10 - 1000,64030, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.6,1.2,
65,Цех_1,11,2007-10-29 14:00:00,1.4,1.6,1.4,1.7,1.2,1.0,3.5,3.7,0.8,,,,,,,,,,0.9,0.7,0.8,,,,,,,,,4895.0,5115.0,,35.4,41.2,хорошо,отлично,хорошо,ВК-5 №763,10 - 1000,64347, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.7,0.9,
66,Цех_1,11,2007-11-09 10:00:00,1.4,1.2,1.6,1.1,0.9,0.6,2.2,2.3,0.8,,,,,,,,,,0.7,0.7,1.3,,,,,,,,,4674.0,4960.0,,35.3,42.4,хорошо,отлично,хорошо,ВК-5 №763,10 - 1000,64607, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.3,1.3,
67,Цех_1,11,2007-12-18 08:00:00,1.2,1.2,1.2,1.3,0.9,0.8,3.5,2.7,0.3,,,,,,,,,,0.32,0.3,0.6,,,,,,,,,4810.0,5170.0,,31.0,37.7,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,64785, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.5,0.6,
68,Цех_1,11,2008-01-10 09:00:00,1.2,1.4,1.6,1.3,1.0,0.9,2.2,3.0,0.3,,,,,,,,,,0.5,0.6,1.0,,,,,,,,,4770.0,5190.0,,33.2,39.7,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,65338, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.0,1.0,
69,Цех_1,11,2008-01-25 09:30:00,1.2,1.3,1.6,1.3,1.1,1.2,2.1,2.3,0.4,,,,,,,,,,0.9,0.4,0.5,,,,,,,,,4780.0,5150.0,,,,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,65723, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.3,0.9,
70,Цех_1,11,2008-02-12 10:00:00,1.2,1.1,1.3,1.2,0.7,1.0,2.2,1.7,0.3,,,,,,,,,,0.3,0.4,0.3,,,,,,,,,4820.0,4920.0,,36.1,42.6,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,66131, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.2,0.4,
71,Цех_1,11,2008-02-26 14:00:00,1.4,1.3,1.0,1.4,1.0,1.0,2.4,2.7,0.3,,,,,,,,,,0.6,0.4,0.5,,,,,,,,,4850.0,5140.0,,34.2,41.0,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,66495, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.7,0.6,
72,Цех_1,11,2008-03-18 09:00:00,1.7,1.4,1.0,1.7,1.0,1.1,2.5,2.9,0.5,,,,,,,,,,1.2,0.9,1.0,,,,,,,,,5020.0,5200.0,,36.6,43.9,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,66970, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.9,1.2,
73,Цех_1,11,2008-04-07 15:00:00,1.3,1.1,1.8,1.4,0.7,0.9,2.1,1.8,0.6,,,,,,,,,,0.3,0.3,0.4,,,,,,,,,4755.0,4850.0,,,,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,67122, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.1,0.4,
74,Цех_1,11,2008-04-28 09:00:00,3.0,2.0,2.0,2.5,1.3,1.4,2.8,2.0,1.0,,,,,,,,,,1.1,0.6,1.9,,,,,,,,,4820.0,5010.0,,,,хорошо,хорошо,хорошо,ВИК-3 №001,10 - 5000,67619, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.0,1.9,
75,Цех_1,11,2008-05-20 10:00:00,1.5,1.0,1.4,1.0,1.0,1.0,1.8,1.7,0.5,,,,,,,,,,1.3,1.7,1.5,,,,,,,,,4820.0,5010.0,,,,хорошо,отлично,хорошо,ВК-5 №1401,10 - 1000,68148, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.8,1.7,
76,Цех_1,11,2008-06-10 09:00:00,1.0,1.0,1.0,1.3,1.2,1.1,2.3,3.0,0.4,,,,,,,,,,0.3,0.3,0.3,,,,,,,,,4990.0,5085.0,,36.8,43.6,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,68651, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.0,0.3,
77,Цех_1,11,2008-06-25 10:00:00,1.3,1.4,1.5,1.3,1.2,1.3,2.0,1.8,0.5,,,,,,,,,,0.7,0.5,1.2,,,,,,,,,4717.0,4730.0,,35.4,41.9,хорошо,отлично,хорошо,ВК-5 №1401,10 - 1000,69012, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.0,1.2,
78,Цех_1,11,2008-09-22 10:00:00,1.5,1.6,2.1,1.7,0.9,1.0,2.0,2.1,0.5,,,,,,,,,,0.7,0.7,0.9,,,,,,,,,4705.0,4950.0,,34.3,40.6,хорошо,отлично,хорошо,ВК-5 №1401,10 - 1000,69201, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.1,0.9,
79,Цех_1,11,2008-11-10 09:00:00,1.1,1.1,1.2,1.0,0.9,0.4,1.9,2.3,0.44,,,,,,,,,,0.77,0.86,0.56,,,,,,,,,4665.0,5020.0,,,,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,69639, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.3,0.86,
80,Цех_1,11,2009-01-14 11:00:00,0.81,0.88,1.4,1.1,0.63,0.61,1.95,1.6,0.42,,,,,,,,,,0.62,0.38,0.43,,,,,,,,,4750.0,4824.0,,,,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,70649, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.95,0.62,
81,Цех_1,11,2009-02-09 10:00:00,0.84,0.76,0.8,0.81,0.54,0.56,1.6,1.1,0.42,,,,,,,,,,0.65,0.59,0.4,,,,,,,,,4595.0,4593.0,,,,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,71272, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.6,0.65,
82,Цех_1,11,2009-03-10 14:00:00,1.0,0.9,1.4,1.2,0.8,0.7,1.6,1.4,0.5,,,,,,,,,,0.7,0.7,1.3,,,,,,,,,4740.0,4690.0,,40.1,48.0,отлично,отлично,отлично,ВК-5 №1401,10 - 1000,71972, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,1.6,1.3,
83,Цех_1,11,2009-03-26 08:40:00,0.88,1.7,1.1,1.1,1.15,1.2,2.4,3.0,0.65,,,,,,,,,,1.2,0.54,0.65,,,,,,,,,4980.0,5040.0,,,,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,72330, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.0,1.2,
84,Цех_1,11,2009-04-09 14:00:00,1.2,1.8,2.4,1.6,1.5,0.8,2.5,2.0,1.2,,,,,,,,,,2.2,2.5,1.0,,,,,,,,,4814.0,4885.0,,40.7,49.5,хорошо,допустимо,допустимо,ВК-5М №12628,10 - 1000,72671, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.5,2.5,
85,Цех_1,11,2009-04-27 08:00:00,0.7,1.2,1.0,1.1,1.2,0.8,2.5,3.0,0.5,,,,,,,,,,1.3,1.5,1.0,,,,,,,,,4820.0,4900.0,,,,хорошо,отлично,хорошо,ВК-5М №12628,10 - 1000,73006, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.0,1.5,
86,Цех_1,11,2009-05-13 09:00:00,0.63,1.0,0.9,0.78,0.84,0.56,2.0,2.0,0.46,,,,,,,,,,0.85,0.83,0.56,,,,,,,,,4910.0,4930.0,,,,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,73391, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.0,0.85,
87,Цех_1,11,2009-05-25 11:00:00,0.8,1.4,0.9,1.1,1.4,0.7,1.9,3.3,0.5,,,,,,,,,,2.6,2.7,2.0,,,,,,,,,4935.0,5096.0,,39.0,48.7,хорошо,допустимо,допустимо,ВК-5 №1401,10 - 1000,73681, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,3.3,2.7,
88,Цех_1,11,2009-06-30 09:00:00,1.0,1.3,0.9,1.1,1.4,0.7,1.9,2.9,0.5,,,,,,,,,,2.0,2.2,1.5,,,,,,,,,4910.0,4870.0,,,,хорошо,хорошо,хорошо,ВК-5 №1401,10 - 1000,74558, -,Приводинское ЛПУМГ,КС-14,ГТ-750-6,ГТ 750-6 А2,Н-370-17-1,2.9,2.2,
